C(wt),Al(wt),V(wt),Cr(wt),Mn(wt),Fe(wt),Co(wt),Ni(wt),Cu(wt),Mo(wt),G_RT_FCC,H_RT_FCC,phase_fraction_fcc,phase_fraction_bcc,second_phase_fraction,Config_Entropy,(0-T)*Entropy,melting point(C),grain(um),Anneal_Temp(K),Anneal_Time(h),R,CR,Hom_Temp(K),Enthalpy_FCC
0.0,0.07949599083619707,0.0,0.4909148033722574,0.4374912501749965,0.34146474717950126,0.17898580121703855,0.3480189317106153,0.43749125017499657,0.4374912501749965,0.023931744001978172,0.5046980131120566,0.4634678298800436,0.7486979166666665,0.0,0.6315936412008145,0.36840542189500036,0.6019936319391359,0.0,0.9999999999999999,0.0001653769841269841,0.9375000000000001,0.10416666666666669,0.9046408137317228,0.024016202752984328
0.0,0.07949599083619707,0.0,0.4909148033722574,0.4374912501749965,0.34146474717950126,0.3480189317106153,0.17898580121703855,0.43749125017499657,0.4374912501749965,0.013493161341767479,0.4862295862656582,0.38495092693565974,0.8294270833333333,0.03731343283582089,0.6315936412008145,0.36840542189500036,0.6084038360487014,0.0,0.6388706500328298,0.0496031746031746,0.625,0.9687500000000001,0.9364272091544819,0.013593380209882322
0.0,0.07949599083619707,0.0,0.4909148033722574,0.4374912501749965,0.34146474717950126,0.3480189317106153,0.3480189317106153,0.0,0.4374912501749965,0.08330696757550105,0.5196387654160844,0.4471101417666303,0.7682291666666666,0.0,0.46864941207383537,0.5313577679500758,0.6676982240621818,0.0,0.6060407091267235,0.0496031746031746,0.8229166666666667,0.6770833333333334,1.0,0.08338779929842877
0.0,0.07949599083619707,0.0,0.4909148033722574,0.4374912501749965,0.34146474717950126,0.3480189317106153,0.3480189317106153,0.43749125017499657,0.0,0.09018070297419634,0.21500667686039188,0.5027262813522355,0.7018229166666666,0.0,0.46864941207383537,0.5313577679500758,0.421225876049391,0.0,0.6717005909389363,0.0003720238095238095,0.9479166666666667,0.6979166666666667,0.7457088366179275,0.09025115676763096
0.0,0.07949599083619707,0.5,0.16363826779075247,0.4374912501749965,0.34146474717950126,0.3480189317106153,0.3480189317106153,0.43749125017499657,0.4374912501749965,0.015171221720337025,0.507434726248724,0.46782988004362047,0.7174479166666666,0.07462686567164178,0.8235564606188002,0.17645621767598696,0.5364492949188295,0.0,0.7045305318450427,0.000248015873015873,1.0,0.9687500000000001,0.9046408137317228,0.015167570934184083
0.0,0.07949599083619707,0.5,0.32727653558150493,0.0,0.34146474717950126,0.3480189317106153,0.3480189317106153,0.43749125017499657,0.4374912501749965,0.04413827557872119,0.31382620972005165,0.430752453653217,0.7877604166666666,0.0,0.660595808973264,0.33940850862176664,0.6423779178293989,0.0,0.7701904136572554,0.00992063492063492,0.8125000000000001,0.9895833333333334,0.8092816274634457,0.04417691652829003
0.0,0.07949599083619707,0.5,0.32727653558150493,0.4374912501749965,0.17073237358975057,0.3480189317106153,0.3480189317106153,0.43749125017499657,0.4374912501749965,0.04571778995792819,0.3785057959412863,0.45365321701199557,0.7565104166666665,0.011194029850746268,0.8235564606188002,0.17645621767598696,0.5955834278295704,0.0,0.0,0.00992063492063492,0.9479166666666667,0.625,0.9364272091544819,0.045668020123973085
0.0,0.07949599083619707,0.5,0.32727653558150493,0.4374912501749965,0.34146474717950126,0.17898580121703855,0.3480189317106153,0.43749125017499657,0.4374912501749965,0.018404919694126942,0.5006941180547103,0.4612868047982551,0.7513020833333333,0.0,0.8235564606188002,0.17645621767598696,0.6024743972473541,0.0,0.7045305318450427,0.005952380952380952,0.8125000000000001,0.05208333333333334,0.9046408137317228,0.01839638668780874
0.0,0.07949599083619707,0.5,0.32727653558150493,0.4374912501749965,0.34146474717950126,0.3480189317106153,0.17898580121703855,0.43749125017499657,0.4374912501749965,0.008023814964822185,0.48237251105924417,0.3827699018538713,0.8333333333333333,0.0335820895522388,0.8235564606188002,0.17645621767598696,0.6088846013569187,0.0,0.7537754432042022,8.263888888888888e-05,0.6979166666666667,0.7291666666666666,0.0,0.008030955295735054
0.0,0.07949599083619707,0.5,0.32727653558150493,0.4374912501749965,0.34146474717950126,0.3480189317106153,0.3480189317106153,0.0,0.4374912501749965,0.10196576260190615,0.21505198888700336,0.4438386041439476,0.7708333333333333,0.0,0.660595808973264,0.33940850862176664,0.6681789893703991,0.0,0.5732107682206171,0.01984126984126984,0.0,0.9062500000000001,0.7457088366179275,0.10191709591620968
0.0,0.07949599083619707,0.5,0.32727653558150493,0.4374912501749965,0.34146474717950126,0.3480189317106153,0.3480189317106153,0.43749125017499657,0.0,0.018122305396396254,0.5141389071272264,0.45365321701199557,0.7330729166666665,0.07835820895522388,0.660595808973264,0.33940850862176664,0.42170664135760827,0.0,0.6717005909389363,0.00011577380952380952,0.8958333333333334,0.41666666666666674,0.9364272091544819,0.018200225120691194
0.0,0.07949599083619707,0.5,0.4909148033722574,0.0,0.17073237358975057,0.3480189317106153,0.3480189317106153,0.43749125017499657,0.4374912501749965,0.054343126229871475,0.3061811379360283,0.4591057797164667,0.7539062499999999,0.0,0.6315936412008145,0.36840542189500036,0.7015120507401393,0.0,0.5403808273145108,4.96031746031746e-05,0.9583333333333335,0.41666666666666674,0.6821360457724094,0.054381670036200536
0.0,0.07949599083619707,0.5,0.4909148033722574,0.0,0.34146474717950126,0.17898580121703855,0.3480189317106153,0.43749125017499657,0.4374912501749965,0.042488433217590216,0.39893396793863156,0.40676117775354415,0.81640625,0.0,0.6315936412008145,0.36840542189500036,0.708403020157923,0.0,0.0,0.03571428571428571,0.6770833333333334,0.2604166666666667,0.9682136045772409,0.04254487517697736
0.0,0.07949599083619707,0.5,0.4909148033722574,0.0,0.34146474717950126,0.3480189317106153,0.17898580121703855,0.43749125017499657,0.4374912501749965,0.03370307908060299,0.39757993796694713,0.3336968375136314,0.8854166666666666,0.05223880597014925,0.6315936412008145,0.36840542189500036,0.7148132242674876,0.0,0.7701904136572554,0.0248015873015873,0.625,0.9687500000000001,0.6821360457724094,0.03377278512138404
0.0,0.07949599083619707,0.5,0.4909148033722574,0.0,0.34146474717950126,0.3480189317106153,0.3480189317106153,0.0,0.4374912501749965,0.09899297275858632,0.24137783211272212,0.40348964013086147,0.8203125,0.0,0.46864941207383537,0.5313577679500758,0.774107612280968,0.0,0.6060407091267235,0.000248015873015873,0.9583333333333335,0.625,0.8728544183089638,0.09905012183352468
0.0,0.07949599083619707,0.5,0.4909148033722574,0.0,0.34146474717950126,0.3480189317106153,0.3480189317106153,0.43749125017499657,0.0,0.07281099380905376,0.24340909918802625,0.45256270447110136,0.7617187499999999,0.0,0.46864941207383537,0.5313577679500758,0.5276352642681772,0.0,0.6060407091267235,0.01984126984126984,0.20833333333333337,0.0,0.9046408137317228,0.07290767229788009
0.0,0.07949599083619707,0.5,0.4909148033722574,0.4374912501749965,0.0,0.3480189317106153,0.3480189317106153,0.43749125017499657,0.4374912501749965,0.06374319902367387,0.32005727973246356,0.4994547437295529,0.7057291666666666,0.0,0.7499014648886553,0.25010494187650156,0.6547175607403117,0.0,0.7537754432042022,0.0003720238095238095,0.9895833333333334,0.6979166666666667,0.9046408137317228,0.06370509659342527
0.0,0.07949599083619707,0.5,0.4909148033722574,0.4374912501749965,0.17073237358975057,0.17898580121703855,0.3480189317106153,0.43749125017499657,0.4374912501749965,0.014611897202370105,0.4873694946998256,0.4830970556161396,0.7252604166666667,0.0,0.7945542928463507,0.20545313094922069,0.6616085301580945,0.0,0.6060407091267235,0.0003306547619047619,0.9375000000000001,0.41666666666666674,0.9491417673235856,0.014624400967940931
0.0,0.07949599083619707,0.5,0.4909148033722574,0.4374912501749965,0.17073237358975057,0.3480189317106153,0.3480189317106153,0.0,0.4374912501749965,0.10469622479393026,0.21861053780044762,0.46782988004362047,0.7434895833333333,0.0,0.6315936412008145,0.36840542189500036,0.7273131222811404,0.0,0.9343401181877872,0.001984126984126984,0.5208333333333334,0.8958333333333334,0.8092816274634457,0.10465874575731371
0.0,0.07949599083619707,0.5,0.4909148033722574,0.4374912501749965,0.17073237358975057,0.3480189317106153,0.3480189317106153,0.43749125017499657,0.0,0.04613828183009738,0.3785333385456972,0.4362050163576881,0.7734374999999999,0.022388059701492536,0.6315936412008145,0.36840542189500036,0.4808407742683496,0.0,0.5732107682206171,8.263888888888888e-05,0.8854166666666667,0.8958333333333334,0.7457088366179275,0.046189213267277096
0.0,0.07949599083619707,0.5,0.4909148033722574,0.4374912501749965,0.34146474717950126,0.009952670723461815,0.3480189317106153,0.43749125017499657,0.4374912501749965,0.022837232224038218,0.49130697654169725,0.4492911668484187,0.7656249999999999,0.0,0.7499014648886553,0.25010494187650156,0.6684994995758773,0.0,0.6224556795797767,8.263888888888888e-05,0.6666666666666667,0.625,0.8728544183089638,0.022860889406966067
0.0,0.07949599083619707,0.5,0.4909148033722574,0.4374912501749965,0.34146474717950126,0.17898580121703855,0.17898580121703855,0.43749125017499657,0.4374912501749965,0.010274657685059752,0.47266929594883833,0.37295528898582336,0.8567708333333334,0.0,0.7945542928463507,0.20545313094922069,0.6749097036854428,0.0,0.8227183191070255,0.00011577380952380952,0.6770833333333334,0.20833333333333337,0.6821360457724094,0.010293709792004613
0.0,0.07949599083619707,0.5,0.4909148033722574,0.4374912501749965,0.34146474717950126,0.17898580121703855,0.3480189317106153,0.0,0.4374912501749965,0.09918329243312585,0.20668858821052144,0.40130861504907306,0.8216145833333333,0.0,0.6315936412008145,0.36840542189500036,0.7342040916989232,0.0,0.6552856204858831,0.0001653769841269841,0.46875000000000006,0.81875,0.0,0.09915413679274476
0.0,0.07949599083619707,0.5,0.4909148033722574,0.4374912501749965,0.34146474717950126,0.17898580121703855,0.3480189317106153,0.43749125017499657,0.0,0.021035099393408196,0.5060276101282153,0.4471101417666303,0.7682291666666666,0.0,0.6315936412008145,0.36840542189500036,0.48773174368613237,0.0,0.5075508864084044,0.00496031746031746,0.0,0.6979166666666667,0.8410680228862047,0.021123931483184255
0.0,0.07949599083619707,0.5,0.4909148033722574,0.4374912501749965,0.34146474717950126,0.3480189317106153,0.009952670723461815,0.43749125017499657,0.4374912501749965,0.009514073584254268,0.44124096313822214,0.2966194111232279,0.9479166666666666,0.0,0.7499014648886553,0.25010494187650156,0.6813199077950083,0.0,0.6552856204858831,0.003968253968253968,0.9895833333333334,0.81875,0.9046408137317228,0.009557846001908454
0.0,0.07949599083619707,0.5,0.4909148033722574,0.4374912501749965,0.34146474717950126,0.3480189317106153,0.17898580121703855,0.0,0.4374912501749965,0.10984492766810472,0.2207861814311315,0.35223555070883317,0.8815104166666666,0.0,0.6315936412008145,0.36840542189500036,0.7406142958084887,0.0,0.8686802363755745,0.0496031746031746,0.9687500000000001,0.9479166666666667,0.9046408137317228,0.10979967514701261
0.0,0.07949599083619707,0.5,0.4909148033722574,0.4374912501749965,0.34146474717950126,0.3480189317106153,0.17898580121703855,0.43749125017499657,0.0,0.010670491351221112,0.4867764402338811,0.3696837513631407,0.8463541666666666,0.03731343283582089,0.6315936412008145,0.36840542189500036,0.49414194779569787,0.0,0.9343401181877872,0.0,0.46875000000000006,0.65625,0.9682136045772409,0.010774971871617356
0.0,0.07949599083619707,0.5,0.4909148033722574,0.4374912501749965,0.34146474717950126,0.3480189317106153,0.3480189317106153,0.0,0.0,0.1021701478728303,0.21458487520090555,0.4318429661941112,0.7864583333333333,0.0,0.46864941207383537,0.5313577679500758,0.5534363358091778,0.0,0.9671700590938935,0.000992063492063492,0.6979166666666667,0.9687500000000001,0.8092816274634457,0.1022225000655187
0.0,0.127262313860252,0.0,0.18544797612190395,0.46668066638667227,0.37561122189745133,0.38182555780933075,0.38182555780933064,0.46668066638667227,0.46668066638667227,0.01927620524796081,0.5162177074069172,0.5147219193020719,0.6614583333333333,0.07462686567164178,0.6713197135912765,0.32868611337778697,0.47496759398234856,0.0,0.0,0.0001653769841269841,0.9687500000000001,0.9895833333333334,1.0,0.019346721729459393
0.0,0.127262313860252,0.0,0.36000418913965554,0.0,0.37561122189745133,0.38182555780933075,0.38182555780933064,0.46668066638667227,0.46668066638667227,0.0450423808574526,0.31298749299218415,0.4634678298800436,0.7486979166666665,0.0,0.4975037771792683,0.5025050757039149,0.5879637746135105,0.0,0.9671700590938935,0.023809523809523808,0.0,0.0,0.9364272091544819,0.045165752189535224
0.0,0.127262313860252,0.0,0.36000418913965554,0.46668066638667227,0.37561122189745133,0.2015145368492225,0.38182555780933064,0.46668066638667227,0.46668066638667227,0.021858978677945062,0.5083953856364429,0.5059978189749182,0.6979166666666666,0.0,0.6713197135912765,0.32868611337778697,0.5453978911382316,0.0,0.5732107682206171,0.0001240079365079365,0.6770833333333334,0.8125000000000001,0.9491417673235856,0.021925595701725364
0.0,0.127262313860252,0.0,0.36000418913965554,0.46668066638667227,0.37561122189745133,0.38182555780933075,0.20151453684922244,0.46668066638667227,0.46668066638667227,0.01148317025345158,0.49203530073414364,0.42202835332606325,0.7877604166666666,0.029850746268656716,0.6713197135912765,0.32868611337778697,0.5522357840659877,0.0,0.7537754432042022,0.001984126984126984,0.6875000000000001,0.41666666666666674,0.7457088366179275,0.011565452618130134
0.0,0.127262313860252,0.0,0.36000418913965554,0.46668066638667227,0.37561122189745133,0.38182555780933075,0.38182555780933064,0.0,0.46668066638667227,0.103803146248167,0.20812680081988114,0.485278080697928,0.72265625,0.0,0.4975037771792683,0.5025050757039149,0.6154862936477272,0.0,0.6060407091267235,8.263888888888888e-05,0.6666666666666667,0.9166666666666667,0.9682136045772409,0.10383780088622185
0.0,0.127262313860252,0.0,0.36000418913965554,0.46668066638667227,0.37561122189745133,0.38182555780933075,0.38182555780933064,0.46668066638667227,0.0,0.09140866426845351,0.21325705512696697,0.5474372955288985,0.6484375,0.0,0.4975037771792683,0.5025050757039149,0.35256931057552254,0.0,0.5403808273145108,8.263888888888888e-05,0.8229166666666667,0.20833333333333337,0.8410680228862047,0.0914620320301055
0.0,0.127262313860252,0.0,0.5345604021574069,0.0,0.19348758434179258,0.38182555780933075,0.38182555780933064,0.46668066638667227,0.46668066638667227,0.03557189325705723,0.39100414116384385,0.5332606324972737,0.6653645833333333,0.0,0.46656375221703983,0.5334382540846043,0.651043336872057,0.0,0.8227183191070255,0.00011577380952380952,0.8958333333333334,0.9479166666666667,0.9364272091544819,0.03572589615220334
0.0,0.127262313860252,0.0,0.5345604021574069,0.0,0.37561122189745133,0.38182555780933075,0.38182555780933064,0.0,0.46668066638667227,0.11759524492544526,0.40550865415284726,0.4351145038167939,0.7825520833333333,0.0,0.2927478158050316,0.7072572164107322,0.7284824742788896,0.0,0.737360472751149,9.92063492063492e-05,0.41666666666666674,0.9895833333333334,0.8410680228862047,0.11771716588313164
0.0,0.127262313860252,0.0,0.5345604021574069,0.0,0.37561122189745133,0.38182555780933075,0.38182555780933064,0.46668066638667227,0.0,0.04616979918495945,0.31759732534657037,0.4471101417666303,0.7682291666666666,0.0,0.2927478158050316,0.7072572164107322,0.4655654912066849,0.0,0.5075508864084044,0.047619047619047616,0.10416666666666669,0.0,0.7457088366179275,0.0463995579043468
0.0,0.127262313860252,0.0,0.5345604021574069,0.46668066638667227,0.011391263965908144,0.38182555780933075,0.38182555780933064,0.46668066638667227,0.46668066638667227,0.06359663898233148,0.32050640187858337,0.5376226826608506,0.66015625,0.0,0.5927708073310123,0.4072309127438536,0.6011661540751225,0.0,0.8686802363755745,0.09523809523809523,0.3125,0.46875000000000006,1.0,0.06364170624654919
0.0,0.127262313860252,0.0,0.5345604021574069,0.46668066638667227,0.19348758434179258,0.2015145368492225,0.38182555780933064,0.46668066638667227,0.46668066638667227,0.024742773235496895,0.5116971663990888,0.49727371864776443,0.7083333333333334,0.0,0.640379688629048,0.35961934686777175,0.6084774533967776,0.0,0.8358502954694681,0.0003720238095238095,0.9687500000000001,1.0,0.9491417673235856,0.02482136939222246
0.0,0.127262313860252,0.0,0.5345604021574069,0.46668066638667227,0.19348758434179258,0.38182555780933075,0.20151453684922244,0.46668066638667227,0.46668066638667227,0.012836593194473944,0.48259374036564145,0.3980370774263904,0.7239583333333334,0.29477611940298504,0.640379688629048,0.35961934686777175,0.6153153463245333,0.0,0.5403808273145108,0.0003306547619047619,0.41666666666666674,0.5208333333333334,0.8728544183089638,0.012933165239102373
0.0,0.127262313860252,0.0,0.5345604021574069,0.46668066638667227,0.19348758434179258,0.38182555780933075,0.38182555780933064,0.0,0.46668066638667227,0.10624726068169177,0.21259292297222018,0.5092693565976009,0.6940104166666666,0.0,0.46656375221703983,0.5334382540846043,0.6785658559062728,0.0,0.5863427445830597,4.96031746031746e-05,0.2604166666666667,0.8125000000000001,0.6821360457724094,0.10629455827942647
0.0,0.127262313860252,0.0,0.5345604021574069,0.46668066638667227,0.19348758434179258,0.38182555780933075,0.38182555780933064,0.46668066638667227,0.0,0.09485777424613617,0.21565348382849311,0.5714285714285714,0.6210937499999999,0.0,0.46656375221703983,0.5334382540846043,0.4156488728340686,0.0,0.5403808273145108,1.0,0.625,0.46875000000000006,0.8728544183089638,0.09492226763049005
0.0,0.127262313860252,0.0,0.5345604021574069,0.46668066638667227,0.37561122189745133,0.021230561189993252,0.38182555780933064,0.46668066638667227,0.46668066638667227,0.025809327470005528,0.49816863892445246,0.49182115594329334,0.71484375,0.0,0.5927708073310123,0.4072309127438536,0.6158665213146906,0.0,0.8358502954694681,1.0,0.9687500000000001,0.65625,0.0,0.025911445818076473
0.0,0.127262313860252,0.0,0.5345604021574069,0.46668066638667227,0.37561122189745133,0.2015145368492225,0.20151453684922244,0.46668066638667227,0.46668066638667227,0.013109309479934161,0.4807845910678445,0.4100327153762268,0.8125,0.0,0.640379688629048,0.35961934686777175,0.6226660812218707,0.0,0.4418910045961917,0.00992063492063492,0.0,0.78125,1.0,0.013205469778951318
0.0,0.127262313860252,0.0,0.5345604021574069,0.46668066638667227,0.37561122189745133,0.2015145368492225,0.38182555780933064,0.0,0.46668066638667227,0.08591882726961408,0.5266097097453731,0.43838604143947657,0.7786458333333333,0.0,0.46656375221703983,0.5334382540846043,0.6859165908036102,0.0,0.9671700590938935,0.047619047619047616,0.6875000000000001,0.8333333333333335,0.6821360457724094,0.08599681662902192
0.0,0.127262313860252,0.0,0.5345604021574069,0.46668066638667227,0.37561122189745133,0.2015145368492225,0.38182555780933064,0.46668066638667227,0.0,0.023548065789482764,0.5123339780672022,0.495092693565976,0.7109375,0.0,0.46656375221703983,0.5334382540846043,0.42299960773140555,0.0,0.7045305318450427,0.0002232142857142857,0.9375000000000001,0.2604166666666667,0.0,0.023720222195996565
0.0,0.127262313860252,0.0,0.5345604021574069,0.46668066638667227,0.37561122189745133,0.38182555780933075,0.021230561189993225,0.46668066638667227,0.46668066638667227,0.012015318650008378,0.45150591410794394,0.3282442748091603,0.9101562499999999,0.0,0.5927708073310123,0.4072309127438536,0.6295412815375441,0.0,0.5075508864084044,0.03571428571428571,0.5208333333333334,0.0,0.0,0.01213826311992705
0.0,0.127262313860252,0.0,0.5345604021574069,0.46668066638667227,0.37561122189745133,0.38182555780933075,0.20151453684922244,0.0,0.46668066638667227,0.08361015931979476,0.5033186617137364,0.3838604143947655,0.84375,0.0,0.46656375221703983,0.5334382540846043,0.6927544837313659,0.0,0.6224556795797767,0.000248015873015873,0.10416666666666669,0.0,0.9491417673235856,0.08369163429391069
0.0,0.127262313860252,0.0,0.5345604021574069,0.46668066638667227,0.37561122189745133,0.38182555780933075,0.38182555780933064,0.0,0.0,0.1039629036392038,0.20801818522668009,0.4700109051254089,0.7408854166666665,0.0,0.2927478158050316,0.7072572164107322,0.4930880102409012,0.0,0.9015101772816808,0.003968253968253968,0.6979166666666667,0.0,0.8410680228862047,0.10410540663394718
0.0,0.127262313860252,0.53336,0.010917945226998987,0.46668066638667227,0.37561122189745133,0.38182555780933075,0.38182555780933064,0.46668066638667227,0.46668066638667227,0.01216526485344338,0.5095843820994395,0.5114503816793893,0.66796875,0.0671641791044776,0.7975267687052485,0.20247871692774044,0.4755293329888781,0.0,0.9671700590938935,0.0992063492063492,0.78125,0.9583333333333335,1.0,0.012179893377817996
0.0,0.127262313860252,0.53336,0.18544797612190395,0.0,0.37561122189745133,0.38182555780933075,0.38182555780933064,0.46668066638667227,0.46668066638667227,0.04194855742548875,0.315773516275458,0.465648854961832,0.7460937499999999,0.0,0.6713197135912765,0.32868611337778697,0.5884766165830921,0.0,0.7045305318450427,0.0001240079365079365,0.8229166666666667,0.05208333333333334,0.8410680228862047,0.04198484330911034
0.0,0.127262313860252,0.53336,0.18544797612190395,0.46668066638667227,0.19348758434179258,0.38182555780933075,0.38182555780933064,0.46668066638667227,0.46668066638667227,0.013480571764756588,0.504144717728286,0.4830970556161396,0.6067708333333334,0.33582089552238803,0.8451356500032843,0.15486715105165905,0.5385599982104758,0.0,0.6552856204858831,0.30952380952380953,0.6770833333333334,0.9375000000000001,1.0,0.013468081976375945
0.0,0.127262313860252,0.53336,0.18544797612190395,0.46668066638667227,0.37561122189745133,0.2015145368492225,0.38182555780933064,0.46668066638667227,0.46668066638667227,0.015556115478198906,0.5033557553825802,0.5016357688113413,0.7018229166666666,0.0,0.8451356500032843,0.15486715105165905,0.5459107331078132,0.0,0.9999999999999999,9.92063492063492e-05,0.6666666666666667,0.625,0.9491417673235856,0.01554049204485397
0.0,0.127262313860252,0.53336,0.18544797612190395,0.46668066638667227,0.37561122189745133,0.38182555780933075,0.20151453684922244,0.46668066638667227,0.46668066638667227,0.0052500272629461,0.48721179107779544,0.4198473282442748,0.7916666666666666,0.026119402985074626,0.8451356500032843,0.15486715105165905,0.5527486260355694,0.0,0.9999999999999999,8.263888888888888e-05,0.9687500000000001,0.81875,0.7457088366179275,0.005249963907294708
0.0,0.127262313860252,0.53336,0.18544797612190395,0.46668066638667227,0.37561122189745133,0.38182555780933075,0.38182555780933064,0.0,0.46668066638667227,0.10224325424416347,0.21432033292789435,0.4820065430752453,0.7265625,0.0,0.6713197135912765,0.32868611337778697,0.6159991356173089,0.0,0.0,0.0248015873015873,0.9687500000000001,0.41666666666666674,0.9682136045772409,0.10218850751216801
0.0,0.127262313860252,0.53336,0.18544797612190395,0.46668066638667227,0.37561122189745133,0.38182555780933075,0.38182555780933064,0.46668066638667227,0.0,0.015478754698082797,0.5196081131627883,0.4961832061068702,0.68359375,0.07462686567164178,0.6713197135912765,0.32868611337778697,0.3530821525451042,0.0,0.6257386736703874,0.0003306547619047619,0.6979166666666667,0.8958333333333334,0.0,0.01555500455041614
