C(at%),Al(at%),V(at%),Cr(at%),Mn(at%),Fe(at%),Co(at%),Ni(at%),Cu(at%),Mo(at%),check_100,G_RT_FCC,H_RT_FCC,phase_fraction_fcc,phase_fraction_bcc,second_phase_fraction,Config_Entropy,(0-T)*Entropy,melting point(C),grain(um),Anneal_Temp(K),Anneal_Time(h),R(%),CR(%),Hom_Temp(K),Enthalpy_FCC
0,5.556,5.556,22.222,5.556,16.667,16.667,16.667,5.556,5.556,100.003,-10687.186,3312.686,0.428,0.421,0.151,16.9028,-5037.0253,1589.838608,12.8914,1253,1,25,0,1423,-10704.0888
0,5.882,0,23.529,5.882,17.647,17.647,17.647,5.882,5.882,99.998,-11247.586,2287.795,0.397,0.581,0.022,16.0076,-4770.2655,1570.928516,12.8914,823,0.1167,92,90,0,-11263.5936
0,5.882,5.882,17.647,5.882,17.647,17.647,17.647,5.882,5.882,99.998,-11311.154,2270.28,0.395,0.584,0.021,17.1076,-5098.0708,1571.104976,12.8914,1148,0.1667,10,87,0,-11328.2616
0,5.882,5.882,23.529,0,17.647,17.647,17.647,5.882,5.882,99.998,-10985.521,1402.843,0.367,0.633,0,16.0076,-4770.2655,1609.984996,12.8914,873,96,87,3,1523,-11001.5286
0,5.882,5.882,23.529,5.882,11.765,17.647,17.647,5.882,5.882,99.998,-10913.993,1513.622,0.393,0.607,0,16.9415,-5048.5546,1592.809556,12.8914,773,16,0,0,1473,-10930.9345
0,5.882,5.882,23.529,5.882,17.647,11.765,17.647,5.882,5.882,99.998,-11275.825,2241.634,0.39,0.61,0,16.9415,-5048.5546,1595.338816,12.8914,1173,5,70,45,1323,-11292.7665
0,5.882,5.882,23.529,5.882,17.647,17.647,11.765,5.882,5.882,99.998,-11395.345,2151.153,0.322,0.668,0.01,16.9415,-5048.5546,1597.691616,12.8914,773,0.0833,70,95,0,-11412.2865
0,5.882,5.882,23.529,5.882,17.647,17.647,17.647,0,5.882,99.998,-10345.709,972.437,0.378,0.622,0,16.0076,-4770.2655,1619.455016,12.8914,673,2,88,50,1323,-10361.7166
0,5.882,5.882,23.529,5.882,17.647,17.647,17.647,5.882,0,99.998,-11281.425,2292.93,0.383,0.595,0.022,16.0076,-4770.2655,1528.989856,12.8914,1373,36,93,5,1493,-11297.4326
0,6.25,0,18.75,6.25,18.75,18.75,18.75,6.25,6.25,100,-11270.218,2306.525,0.432,0.547,0.021,16.2009,-4827.8699,1549.95625,12.8914,673,96,95,20,1073,-11286.4189
0,6.25,0,25,0,18.75,18.75,18.75,6.25,6.25,100,-10977.88,1400.793,0.394,0.606,0,15.0321,-4479.5634,1591.26875,12.8914,1253,5,30,60,1073,-10992.9121
0,6.25,0,25,6.25,12.5,18.75,18.75,6.25,6.25,100,-10925.152,1570.092,0.421,0.579,0,16.0243,-4775.2528,1573.01875,12.8914,1523,4,30,70,1273,-10941.1763
0,6.25,0,25,6.25,18.75,12.5,18.75,6.25,6.25,100,-11241.831,2272.209,0.425,0.575,0,16.0243,-4775.2528,1575.70625,12.8914,1523,0.1667,90,10,1423,-11257.8553
0,6.25,0,25,6.25,18.75,18.75,12.5,6.25,6.25,100,-11362.057,2189.062,0.353,0.637,0.01,16.0243,-4775.2528,1578.20625,12.8914,973,50,60,93,1473,-11378.0813
0,6.25,0,25,6.25,18.75,18.75,18.75,0,6.25,100,-10557.979,2339.474,0.41,0.59,0,15.0321,-4479.5634,1601.33125,12.8914,923,50,79,65,1573,-10573.0111
0,6.25,0,25,6.25,18.75,18.75,18.75,6.25,0,100,-10478.811,967.985,0.461,0.539,0,15.0321,-4479.5634,1505.20625,12.8914,1023,0.375,91,67,1173,-10493.8431
0,6.25,6.25,12.5,6.25,18.75,18.75,18.75,6.25,6.25,100,-11342.73,2284.53,0.429,0.551,0.02,17.1932,-5123.5592,1550.14375,12.8914,1073,0.25,96,93,1423,-11359.9232
0,6.25,6.25,18.75,0,18.75,18.75,18.75,6.25,6.25,100,-11009.103,1412.882,0.395,0.605,0,16.2009,-4827.8699,1591.45625,12.8914,1173,10,78,95,1273,-11025.3039
0,6.25,6.25,18.75,6.25,12.5,18.75,18.75,6.25,6.25,100,-10990.911,1704.077,0.416,0.581,0.003,17.1932,-5123.5592,1573.20625,12.8914,0,10,91,60,1473,-11008.1042
0,6.25,6.25,18.75,6.25,18.75,12.5,18.75,6.25,6.25,100,-11305.486,2254.183,0.423,0.577,0,17.1932,-5123.5592,1575.89375,12.8914,1073,6,78,5,1423,-11322.6792
0,6.25,6.25,18.75,6.25,18.75,18.75,12.5,6.25,6.25,100,-11425.05,2171.697,0.351,0.64,0.009,17.1932,-5123.5592,1578.39375,12.8914,1148,0.0833,67,70,0,-11442.2432
0,6.25,6.25,18.75,6.25,18.75,18.75,18.75,0,6.25,100,-10343.077,968.189,0.407,0.592,0,16.2009,-4827.8699,1601.51875,12.8914,873,20,0,87,1173,-10359.2779
0,6.25,6.25,18.75,6.25,18.75,18.75,18.75,6.25,0,100,-11308.741,2314.713,0.416,0.563,0.021,16.2009,-4827.8699,1505.39375,12.8914,1023,0.1167,86,40,1473,-11324.9419
0,6.25,6.25,25,0,12.5,18.75,18.75,6.25,6.25,100,-10891.569,1378.463,0.421,0.579,0,16.0243,-4775.2528,1614.51875,12.8914,823,0.05,92,40,1073,-10907.5933
0,6.25,6.25,25,0,18.75,12.5,18.75,6.25,6.25,100,-11028.105,1796.047,0.373,0.627,0,16.0243,-4775.2528,1617.20625,12.8914,0,36,65,25,1523,-11044.1293
0,6.25,6.25,25,0,18.75,18.75,12.5,6.25,6.25,100,-11129.29,1789.951,0.306,0.68,0.014,16.0243,-4775.2528,1619.70625,12.8914,1173,25,60,93,1073,-11145.3143
0,6.25,6.25,25,0,18.75,18.75,18.75,0,6.25,100,-10377.316,1086.711,0.37,0.63,0,15.0321,-4479.5634,1642.83125,12.8914,923,0.25,92,60,1373,-10392.3481
0,6.25,6.25,25,0,18.75,18.75,18.75,6.25,0,100,-10678.866,1095.856,0.415,0.585,0,15.0321,-4479.5634,1546.70625,12.8914,923,20,20,0,1423,-10693.8981
0,6.25,6.25,25,6.25,6.25,18.75,18.75,6.25,6.25,100,-10783.304,1440.935,0.458,0.542,0,16.7447,-4989.918,1596.26875,12.8914,1148,0.375,95,67,1423,-10800.0487
0,6.25,6.25,25,6.25,12.5,12.5,18.75,6.25,6.25,100,-11349.172,2194.194,0.443,0.557,0,17.0166,-5070.9421,1598.95625,12.8914,923,0.3333,90,40,1493,-11366.1886
0,6.25,6.25,25,6.25,12.5,18.75,18.75,0,6.25,100,-10311.629,984.21,0.429,0.571,0,16.0243,-4775.2528,1624.58125,12.8914,1423,2,50,86,1273,-10327.6533
0,6.25,6.25,25,6.25,12.5,18.75,18.75,6.25,0,100,-10986.068,1704.201,0.4,0.594,0.006,16.0243,-4775.2528,1528.45625,12.8914,873,0.0833,85,86,1173,-11002.0923
0,6.25,6.25,25,6.25,18.75,6.25,18.75,6.25,6.25,100,-11254.437,2211.921,0.412,0.588,0,16.7447,-4989.918,1601.64375,12.8914,948,0.0833,64,60,1373,-11271.1817
0,6.25,6.25,25,6.25,18.75,12.5,12.5,6.25,6.25,100,-11399.126,2128.012,0.342,0.658,0,17.0166,-5070.9421,1604.14375,12.8914,1253,0.1167,65,20,1073,-11416.1426
0,6.25,6.25,25,6.25,18.75,12.5,18.75,0,6.25,100,-10375.124,930.536,0.368,0.631,0,16.0243,-4775.2528,1627.26875,12.8914,998,0.1667,45,78.6,0,-10391.1483
0,6.25,6.25,25,6.25,18.75,12.5,18.75,6.25,0,100,-11275.193,2278.195,0.41,0.59,0,16.0243,-4775.2528,1531.14375,12.8914,773,5,0,67,1323,-11291.2173
0,6.25,6.25,25,6.25,18.75,18.75,6.25,6.25,6.25,100,-11407.886,1986.518,0.272,0.728,0,16.7447,-4989.918,1606.64375,12.8914,998,4,95,78.6,1423,-11424.6307
0,6.25,6.25,25,6.25,18.75,18.75,12.5,0,6.25,100,-10252.329,994.005,0.323,0.677,0,16.0243,-4775.2528,1629.76875,12.8914,1323,50,93,91,1423,-10268.3533
0,6.25,6.25,25,6.25,18.75,18.75,12.5,6.25,0,100,-11394.567,2191.524,0.339,0.65,0.01,16.0243,-4775.2528,1533.64375,12.8914,1423,0,45,63,1523,-11410.5913
0,6.25,6.25,25,6.25,18.75,18.75,18.75,0,0,100,-10340.723,966.086,0.396,0.604,0,15.0321,-4479.5634,1556.76875,12.8914,1473,1,67,93,1273,-10355.7551
0,6.667,0,13.333,6.667,20,20,20,6.667,6.667,100.001,-11295.451,2324.072,0.472,0.508,0.02,16.2662,-4847.3265,1526.165691,12.8914,0,0.1667,93,95,1573,-11311.7172
0,6.667,0,20,0,20,20,20,6.667,6.667,100.001,-10998.69,1409.106,0.425,0.575,0,15.2078,-4531.9188,1570.234561,12.8914,1473,24,0,0,1473,-11013.8978
0,6.667,0,20,6.667,20,13.333,20,6.667,6.667,100.001,-11265.704,2288.855,0.464,0.536,0,16.2662,-4847.3265,1553.633731,12.8914,873,0.125,65,78,1493,-11281.9702
0,6.667,0,20,6.667,20,20,13.333,6.667,6.667,100.001,-11385.207,2215.2,0.387,0.605,0.008,16.2662,-4847.3265,1556.300531,12.8914,1148,2,66,40,1173,-11401.4732
0,6.667,0,20,6.667,20,20,20,0,6.667,100.001,-10321.915,937.011,0.445,0.555,0,15.2078,-4531.9188,1580.968431,12.8914,923,0.0833,64,88,1523,-10337.1228
0,6.667,0,20,6.667,20,20,20,6.667,0,100.001,-10464.668,960.108,0.502,0.498,0,15.2078,-4531.9188,1478.429971,12.8914,823,0.0833,79,20,1323,-10479.8758
0,6.667,0,26.667,0,13.333,20,20,6.667,6.667,100.001,-11107.766,1760.346,0.489,0.511,0,15.0194,-4475.7882,1594.835791,12.8914,1253,0.1167,86,91,1473,-11122.7854
0,6.667,0,26.667,0,20,20,20,0,6.667,100.001,-10163.065,1825.647,0.399,0.601,0,13.961,-4160.3805,1625.037301,12.8914,1123,0.1,40,95,1323,-10177.026
0,6.667,0,26.667,0,20,20,20,6.667,0,100.001,-10985.705,1429.86,0.41,0.59,0,13.961,-4160.3805,1522.498841,12.8914,773,48,10,0,1173,-10999.666
0,6.667,0,26.667,6.667,6.667,20,20,6.667,6.667,100.002,-10784.992,1442.957,0.493,0.507,0,15.7879,-4704.801,1575.383531,12.8914,1323,96,30,45,1573,-10800.7799
0,6.667,0,26.667,6.667,13.333,13.333,20,6.667,6.667,100.001,-11232.49,2303.72,0.456,0.544,0,16.0778,-4791.1958,1578.234961,12.8914,1273,0.375,93,96,1493,-11248.5678
0,6.667,0,26.667,6.667,13.333,20,13.333,6.667,6.667,100.001,-11369.619,2172.693,0.365,0.556,0.079,16.0778,-4791.1958,1580.901761,12.8914,823,0.3333,40,50,1373,-11385.6968
0,6.667,0,26.667,6.667,13.333,20,20,0,6.667,100.001,-10293.765,957.118,0.467,0.533,0,15.0194,-4475.7882,1605.569661,12.8914,893,0.05,25,78,1073,-10308.7844
0,6.667,0,26.667,6.667,13.333,20,20,6.667,0,100.001,-10424.943,970.897,0.524,0.477,0,15.0194,-4475.7882,1503.031201,12.8914,823,1008,60,45,1373,-10439.9624
0,6.667,0,26.667,6.667,20,6.667,20,6.667,6.667,100.002,-11220.206,2242.813,0.451,0.549,0,15.7879,-4704.801,1581.116721,12.8914,1273,1008,93,63,0,-11235.9939
0,6.667,0,26.667,6.667,20,13.333,13.333,6.667,6.667,100.001,-11366.478,2164.548,0.376,0.624,0,16.0778,-4791.1958,1583.768571,12.8914,673,10,0,75,1573,-11382.5558
0,6.667,0,26.667,6.667,20,13.333,20,0,6.667,100.001,-10527.897,2370.858,0.402,0.598,0,15.0194,-4475.7882,1608.436471,12.8914,1473,48,66,80,1073,-10542.9164
0,6.667,0,26.667,6.667,20,13.333,20,6.667,0,100.001,-11246.25,2306.587,0.454,0.546,0,15.0194,-4475.7882,1505.898011,12.8914,1073,0.225,90,25,0,-11261.2694
0,6.667,0,26.667,6.667,20,20,6.667,6.667,6.667,100.002,-11379.078,2032.732,0.301,0.699,0,15.7879,-4704.801,1586.449921,12.8914,773,36,50,0,0,-11394.8659
0,6.667,0,26.667,6.667,20,20,13.333,0,6.667,100.001,-10554.487,2265.999,0.352,0.648,0,15.0194,-4475.7882,1611.103271,12.8914,948,0.25,10,0,1493,-10569.5064
0,6.667,0,26.667,6.667,20,20,20,0,0,100.001,-10320.075,936.522,0.431,0.569,0,13.961,-4160.3805,1533.232711,12.8914,1373,4,67,0,1323,-10334.036
0,6.667,6.667,6.667,6.667,20,20,20,6.667,6.667,100.002,-11377.351,2294.208,0.469,0.513,0.018,17.0347,-5076.3394,1526.384771,12.8914,1473,100,75,92,1573,-11394.3857
0,6.667,6.667,13.333,0,20,20,20,6.667,6.667,100.001,-11034.323,1421.649,0.427,0.573,0,16.2662,-4847.3265,1570.434571,12.8914,1073,0.125,79,5,1323,-11050.5892
0,6.667,6.667,13.333,6.667,13.333,20,20,6.667,6.667,100.001,-11362.202,2269.718,0.443,0.466,0.09,17.3246,-5162.7342,1550.966931,12.8914,998,312,65,90,1573,-11379.5266
0,6.667,6.667,13.333,6.667,20,13.333,20,6.667,6.667,100.001,-11338.297,2266.166,0.46,0.539,0,17.3246,-5162.7342,1553.833741,12.8914,1523,0.1,64,60,1493,-11355.6216
0,6.667,6.667,13.333,6.667,20,20,13.333,6.667,6.667,100.001,-11456.997,2193.484,0.385,0.608,0.007,17.3246,-5162.7342,1556.500541,12.8914,1523,0.0833,93,78.6,1173,-11474.3216
0,6.667,6.667,13.333,6.667,20,20,20,0,6.667,100.001,-10339.881,964.895,0.442,0.558,0,16.2662,-4847.3265,1581.168441,12.8914,0,25,93,40,1523,-10356.1472
0,6.667,6.667,13.333,6.667,20,20,20,6.667,0,100.001,-11339.188,2339.336,0.455,0.525,0.02,16.2662,-4847.3265,1478.629981,12.8914,953,0.3333,67,86,0,-11355.4542
0,6.667,6.667,20,0,13.333,20,20,6.667,6.667,100.001,-10914.681,1387.006,0.454,0.547,0,16.2662,-4847.3265,1595.035801,12.8914,1423,0.0833,78,88,1323,-10930.9472
0,6.667,6.667,20,0,20,13.333,20,6.667,6.667,100.001,-11054.223,1758.791,0.402,0.597,0,16.2662,-4847.3265,1597.902611,12.8914,573,24,60,75,1073,-11070.4892
0,6.667,6.667,20,0,20,20,13.333,6.667,6.667,100.001,-11157.712,1775.728,0.332,0.655,0.013,16.2662,-4847.3265,1600.569411,12.8914,1123,0.5,91,90,1173,-11173.9782
0,6.667,6.667,20,0,20,20,20,0,6.667,100.001,-10379.555,1094.675,0.397,0.603,0,15.2078,-4531.9188,1625.237311,12.8914,1373,0.1667,10,63,1323,-10394.7628
0,6.667,6.667,20,0,20,20,20,6.667,0,100.001,-11020.051,1440.269,0.412,0.589,0,15.2078,-4531.9188,1522.698851,12.8914,893,0.0833,20,78.6,1523,-11035.2588
0,6.667,6.667,20,6.667,6.667,20,20,6.667,6.667,100.002,-10804.739,1464.514,0.493,0.506,0,17.0347,-5076.3394,1575.583541,12.8914,1423,10,85,66,1173,-10821.7737
0,6.667,6.667,20,6.667,13.333,13.333,20,6.667,6.667,100.001,-11374.461,2214.874,0.481,0.52,0,17.3246,-5162.7342,1578.434971,12.8914,1173,0.0833,95,84,1473,-11391.7856
0,6.667,6.667,20,6.667,13.333,20,20,0,6.667,100.001,-10308.377,979.011,0.464,0.535,0,16.2662,-4847.3265,1605.769671,12.8914,873,96,60,79,0,-10324.6432
0,6.667,6.667,20,6.667,20,6.667,20,6.667,6.667,100.002,-11283.815,2224.508,0.448,0.551,0,17.0347,-5076.3394,1581.316731,12.8914,1253,48,90,93,1423,-11300.8497
0,6.667,6.667,20,6.667,20,13.333,13.333,6.667,6.667,100.001,-11429.623,2146.394,0.374,0.626,0,17.3246,-5162.7342,1583.968581,12.8914,1373,6,78.6,96,0,-11446.9476
0,6.667,6.667,20,6.667,20,13.333,20,0,6.667,100.001,-10374.003,928.458,0.399,0.601,0,16.2662,-4847.3265,1608.636481,12.8914,873,0.1167,91,10,1373,-10390.2692
0,6.667,6.667,20,6.667,20,13.333,20,6.667,0,100.001,-11303.689,2297.981,0.446,0.553,0,16.2662,-4847.3265,1506.098021,12.8914,1323,312,66,67,1573,-11319.9552
0,6.667,6.667,20,6.667,20,20,6.667,6.667,6.667,100.002,-11441.157,2014.53,0.299,0.701,0,17.0347,-5076.3394,1586.649931,12.8914,1523,36,40,93,1323,-11458.1917
0,6.667,6.667,20,6.667,20,20,13.333,0,6.667,100.001,-10248.248,988.343,0.35,0.651,0,16.2662,-4847.3265,1611.303281,12.8914,1148,0.1667,45,84,1423,-10264.5142
0,6.667,6.667,20,6.667,20,20,13.333,6.667,0,100.001,-11419.654,2225.972,0.374,0.627,0,16.2662,-4847.3265,1508.764821,12.8914,1323,0.1,10,79,1073,-11435.9202
0,6.667,6.667,20,6.667,20,20,20,0,0,100.001,-10336.841,961.45,0.428,0.572,0,15.2078,-4531.9188,1533.432721,12.8914,1273,0.25,75,88,1473,-10352.0488
0,6.667,6.667,26.667,0,6.667,20,20,6.667,6.667,100.002,-10788.546,1391.353,0.489,0.511,0,15.7879,-4704.801,1619.652411,12.8914,1253,16,63,25,1323,-10804.3339
0,6.667,6.667,26.667,0,13.333,13.333,20,6.667,6.667,100.001,-11014.397,1441.981,0.406,0.594,0,16.0778,-4791.1958,1622.503841,12.8914,1323,48,92,45,1473,-11030.4748
0,6.667,6.667,26.667,0,13.333,20,13.333,6.667,6.667,100.001,-10903.717,1543.967,0.359,0.642,0,16.0778,-4791.1958,1625.170641,12.8914,1073,48,10,30,1573,-10919.7948
0,6.667,6.667,26.667,0,13.333,20,20,0,6.667,100.001,-10201.68,991.511,0.54,0.46,0,15.0194,-4475.7882,1649.838541,12.8914,1173,0.5,78.6,92,1573,-10216.6994
0,6.667,6.667,26.667,0,13.333,20,20,6.667,0,100.001,-10610.361,1104.689,0.473,0.528,0,15.0194,-4475.7882,1547.300081,12.8914,573,4,93,63,0,-10625.3804
0,6.667,6.667,26.667,0,20,6.667,20,6.667,6.667,100.002,-10988.808,1884.314,0.398,0.602,0,15.7879,-4704.801,1625.385601,12.8914,1253,0.1667,96,78.6,1173,-11004.5959
0,6.667,6.667,26.667,0,20,13.333,13.333,6.667,6.667,100.001,-11130.982,1779.742,0.328,0.672,0,16.0778,-4791.1958,1628.037451,12.8914,1273,0.1667,92,88,1073,-11147.0598
0,6.667,6.667,26.667,0,20,13.333,20,0,6.667,100.001,-10318.422,1316.861,0.342,0.658,0,15.0194,-4475.7882,1652.705351,12.8914,573,16,10,79,1073,-10333.4414
0,6.667,6.667,26.667,0,20,13.333,20,6.667,0,100.001,-11019.185,1887.478,0.392,0.608,0,15.0194,-4475.7882,1550.166891,12.8914,1423,0.3333,20,88,1573,-11034.2044
0,6.667,6.667,26.667,0,20,20,6.667,6.667,6.667,100.002,-11130.156,1595.799,0.258,0.742,0,15.7879,-4704.801,1630.718801,12.8914,1073,10,30,88,1173,-11145.9439
0,6.667,6.667,26.667,0,20,20,13.333,6.667,0,100.001,-11156.771,1738.568,0.362,0.638,0,15.0194,-4475.7882,1552.833691,12.8914,1423,0.1667,78.6,78.6,1573,-11171.7904
0,6.667,6.667,26.667,6.667,6.667,13.333,20,6.667,6.667,100.002,-10953.508,1567.75,0.436,0.564,0,16.8463,-5020.2087,1603.051581,12.8914,1123,0.5,10,60,1573,-10970.3543
0,6.667,6.667,26.667,6.667,6.667,20,13.333,6.667,6.667,100.002,-10666.216,1596.497,0.413,0.587,0,16.8463,-5020.2087,1605.718381,12.8914,1148,2,66,86,1493,-10683.0623
0,6.667,6.667,26.667,6.667,6.667,20,20,0,6.667,100.002,-10269.951,988.901,0.493,0.506,0,15.7879,-4704.801,1630.386281,12.8914,1423,96,92,63,1373,-10285.7389
0,6.667,6.667,26.667,6.667,6.667,20,20,6.667,0,100.002,-10793.567,1455.302,0.477,0.523,0,15.7879,-4704.801,1527.847821,12.8914,673,96,10,85,1173,-10809.3549
0,6.667,6.667,26.667,6.667,13.333,6.667,20,6.667,6.667,100.002,-11268.822,2227.819,0.441,0.56,0,16.8463,-5020.2087,1605.917961,12.8914,893,0.125,78,70,1173,-11285.6683
0,6.667,6.667,26.667,6.667,13.333,13.333,13.333,6.667,6.667,100.001,-11393.884,2153.257,0.365,0.627,0.008,17.1363,-5106.6035,1608.569811,12.8914,1073,0.375,60,66,1523,-11411.0203
0,6.667,6.667,26.667,6.667,13.333,13.333,20,0,6.667,100.001,-10537.54,2386.134,0.375,0.601,0.024,16.0778,-4791.1958,1633.237711,12.8914,973,0.05,95,85,1073,-10553.6178
0,6.667,6.667,26.667,6.667,13.333,13.333,20,6.667,0,100.001,-11275.93,2295.869,0.434,0.549,0.017,16.0778,-4791.1958,1530.699251,12.8914,1253,36,3,63,1423,-11292.0078
0,6.667,6.667,26.667,6.667,13.333,20,6.667,6.667,6.667,100.002,-9948.507,939.007,0.345,0.655,0,16.8463,-5020.2087,1611.251161,12.8914,998,6,67,86,1493,-9965.3533
0,6.667,6.667,26.667,6.667,13.333,20,13.333,0,6.667,100.001,-10186.498,990.253,0.38,0.62,0,16.0778,-4791.1958,1635.904511,12.8914,1253,2,87,80,1523,-10202.5758
0,6.667,6.667,26.667,6.667,13.333,20,20,0,0,100.001,-10602.893,2315.327,0.45,0.55,0,15.0194,-4475.7882,1558.033951,12.8914,948,0.05,40,70,1273,-10617.9124
0,6.667,6.667,26.667,6.667,20,6.667,13.333,6.667,6.667,100.002,-11378.837,2097.717,0.362,0.637,0,16.8463,-5020.2087,1611.451571,12.8914,998,24,78.6,0,0,-11395.6833
0,6.667,6.667,26.667,6.667,20,6.667,20,0,6.667,100.002,-10511.376,2344.798,0.379,0.622,0,15.7879,-4704.801,1636.119471,12.8914,998,0.125,10,0,1493,-10527.1639
0,6.667,6.667,26.667,6.667,20,6.667,20,6.667,0,100.002,-11253.729,2248.661,0.434,0.566,0,15.7879,-4704.801,1533.581011,12.8914,973,0.25,40,66,1473,-11269.5169
0,6.667,6.667,26.667,6.667,20,13.333,6.667,6.667,6.667,100.002,-11417.814,1953.676,0.287,0.713,0,16.8463,-5020.2087,1614.117971,12.8914,1423,0.1667,64,82,1323,-11434.6603
0,6.667,6.667,26.667,6.667,20,13.333,13.333,0,6.667,100.001,-10339.365,982.038,0.307,0.693,0,16.0778,-4791.1958,1638.771321,12.8914,1253,312,60,64,1173,-10355.4428
0,6.667,6.667,26.667,6.667,20,13.333,13.333,6.667,0,100.001,-11398.727,2167.716,0.361,0.639,0,16.0778,-4791.1958,1536.232861,12.8914,973,0.25,87,93,1373,-11414.8048
0,6.667,6.667,26.667,6.667,20,13.333,20,0,0,100.001,-10567.977,2369.613,0.387,0.613,0,15.0194,-4475.7882,1560.900761,12.8914,1373,0.1167,64,87,1523,-10582.9964
0,6.667,6.667,26.667,6.667,20,20,6.667,0,6.667,100.002,-9985.207,963.506,0.246,0.753,0,15.7879,-4704.801,1641.452671,12.8914,1148,20,30,50,1323,-10000.9949
0,6.667,6.667,26.667,6.667,20,20,6.667,6.667,0,100.002,-11409.537,2031.606,0.288,0.712,0,15.7879,-4704.801,1538.914211,12.8914,1523,1,93,65,1523,-11425.3249
0,6.667,6.667,26.667,6.667,20,20,13.333,0,0,100.001,-10592.363,2260.905,0.339,0.661,0,15.0194,-4475.7882,1563.567561,12.8914,1423,1008,50,78,1473,-10607.3824
0,7.143,0,7.143,7.143,21.429,21.429,21.429,7.143,7.143,100.002,-11327.357,2329.298,0.518,0.464,0.017,16.0695,-4788.7137,1498.979979,12.8914,1473,0,95,67,1273,-11343.4265
0,7.143,0,14.286,0,21.429,21.429,21.429,7.143,7.143,100.002,-10687.101,1080.217,0.5,0.5,0,15.2462,-4543.377,1546.195209,12.8914,873,0.1,95,85,1573,-10702.3472
0,7.143,0,14.286,7.143,14.286,21.429,21.429,7.143,7.143,100.002,-11258.675,2374.717,0.514,0.486,0,16.3802,-4881.3144,1525.337649,12.8914,1523,96,79,86,1173,-11275.0552
0,7.143,0,14.286,7.143,21.429,14.286,21.429,7.143,7.143,100.002,-11291.629,2304.277,0.508,0.492,0,16.3802,-4881.3144,1528.409139,12.8914,948,0.225,3,20,1573,-11308.0092
0,7.143,0,14.286,7.143,21.429,21.429,14.286,7.143,7.143,100.002,-11408.906,2242.99,0.427,0.566,0.006,16.3802,-4881.3144,1531.266339,12.8914,1023,0.05,45,70,1323,-11425.2862
0,7.143,0,14.286,7.143,21.429,21.429,21.429,0,7.143,100.002,-10315.151,927.725,0.486,0.515,0,15.2462,-4543.377,1557.695439,12.8914,923,25,64,88,1173,-10330.3972
0,7.143,0,14.286,7.143,21.429,21.429,21.429,7.143,0,100.002,-10447.389,950.852,0.549,0.451,0,15.2462,-4543.377,1447.836099,12.8914,1023,0.25,0,30,1323,-10462.6352
0,7.143,0,21.429,0,14.286,21.429,21.429,7.143,7.143,100.002,-11131.501,1747.771,0.529,0.471,0,15.2462,-4543.377,1572.552879,12.8914,1173,0.375,75,67,1073,-11146.7472
0,7.143,0,21.429,0,21.429,14.286,21.429,7.143,7.143,100.002,-11000.293,1863.391,0.44,0.56,0,15.2462,-4543.377,1575.624369,12.8914,973,50,92,0,1523,-11015.5392
0,7.143,0,21.429,0,21.429,21.429,21.429,0,7.143,100.002,-10305.325,1242.502,0.409,0.591,0,14.1122,-4205.4396,1604.910669,12.8914,0,1008,67,79,1373,-10319.4372
0,7.143,0,21.429,0,21.429,21.429,21.429,7.143,0,100.002,-11005.102,1446.493,0.444,0.556,0,14.1122,-4205.4396,1495.051329,12.8914,998,0.05,67,75,1493,-11019.2142
0,7.143,0,21.429,7.143,7.143,21.429,21.429,7.143,7.143,100.002,-10804.561,1469.709,0.534,0.466,0,16.0695,-4788.7137,1551.695319,12.8914,1148,100,20,10,1573,-10820.6305
0,7.143,0,21.429,7.143,14.286,14.286,21.429,7.143,7.143,100.002,-11264.246,2308.298,0.494,0.49,0.015,16.3802,-4881.3144,1554.766809,12.8914,1523,50,91,20,1493,-11280.6262
0,7.143,0,21.429,7.143,14.286,21.429,14.286,7.143,7.143,100.002,-11392.373,2200.101,0.402,0.516,0.082,16.3802,-4881.3144,1557.624009,12.8914,1523,0.0833,91,90,1523,-11408.7532
0,7.143,0,21.429,7.143,14.286,21.429,21.429,0,7.143,100.002,-10287.675,947.499,0.509,0.491,0,15.2462,-4543.377,1584.053109,12.8914,1423,96,66,82,1493,-10302.9212
0,7.143,0,21.429,7.143,14.286,21.429,21.429,7.143,0,100.002,-10411.055,961.813,0.572,0.428,0,15.2462,-4543.377,1474.193769,12.8914,998,4,86,65,1073,-10426.3012
0,7.143,0,21.429,7.143,21.429,7.143,21.429,7.143,7.143,100.002,-11242.901,2259.654,0.493,0.507,0,16.0695,-4788.7137,1557.838299,12.8914,1523,16,78,3,1323,-11258.9705
0,7.143,0,21.429,7.143,21.429,14.286,14.286,7.143,7.143,100.002,-11389.807,2189.116,0.413,0.587,0,16.3802,-4881.3144,1560.695499,12.8914,1273,0.25,3,82,1523,-11406.1872
0,7.143,0,21.429,7.143,21.429,14.286,21.429,0,7.143,100.002,-10540.743,2405.428,0.437,0.563,0,15.2462,-4543.377,1587.124599,12.8914,873,5,96,67,1493,-10555.9892
0,7.143,0,21.429,7.143,21.429,14.286,21.429,7.143,0,100.002,-10544.289,942.777,0.495,0.505,0,15.2462,-4543.377,1477.265259,12.8914,673,0.125,90,45,1523,-10559.5352
0,7.143,0,21.429,7.143,21.429,21.429,7.143,7.143,7.143,100.002,-11404.177,2068.776,0.333,0.667,0,16.0695,-4788.7137,1563.552699,12.8914,0,36,92,63,1493,-11420.2465
