C(at%),Al(at%),V(at%),Cr(at%),Mn(at%),Fe(at%),Co(at%),Ni(at%),Cu(at%),Mo(at%),check_100,G_RT_FCC,H_RT_FCC,phase_fraction_fcc,phase_fraction_bcc,second_phase_fraction,Config_Entropy,(0-T)*Entropy,melting point(C),grain(um),Anneal_Temp(K),Anneal_Time(h),R(%),CR(%),Hom_Temp(K),Enthalpy_FCC
0,11.765,5.882,23.529,5.882,11.765,11.765,17.647,5.882,5.882,99.999,-11131.994,2033.614,0.518,0.482,0,17.1975,-5124.8463,1543.719105,12.8914,893,0.1167,78.6,91,1173,-11149.1915
0,11.765,5.882,23.529,5.882,11.765,17.647,11.765,5.882,5.882,99.999,-11140.931,1927.067,0.441,0.506,0.052,17.1975,-5124.8463,1546.071905,12.8914,1323,36,3,45,1423,-11158.1285
0,11.765,5.882,23.529,5.882,11.765,17.647,17.647,0,5.882,99.999,-10520.475,2047.634,0.517,0.483,0,16.2636,-4846.5571,1567.835305,12.8914,773,0.0333,10,66,1373,-10536.7386
0,11.765,5.882,23.529,5.882,11.765,17.647,17.647,5.882,0,99.999,-11160.884,2061.802,0.496,0.444,0.059,16.2636,-4846.5571,1477.370145,12.8914,998,5,20,91,1273,-11177.1476
0,11.765,5.882,23.529,5.882,17.647,5.882,17.647,5.882,5.882,99.998,-11149.028,1977.619,0.505,0.494,0,16.9415,-5048.5546,1546.233415,12.8914,1023,312,85,64,1073,-11165.9695
0,11.765,5.882,23.529,5.882,17.647,11.765,11.765,5.882,5.882,99.999,-11157.1,1901.77,0.445,0.555,0,17.1975,-5124.8463,1548.601165,12.8914,1023,312,3,85,1373,-11174.2975
0,11.765,5.882,23.529,5.882,17.647,11.765,17.647,0,5.882,99.999,-10544.202,2086.119,0.455,0.546,0,16.2636,-4846.5571,1570.364565,12.8914,1423,0.0333,78.6,60,1473,-10560.4656
0,11.765,5.882,23.529,5.882,17.647,11.765,17.647,5.882,0,99.999,-11167.234,2043.595,0.503,0.497,0,16.2636,-4846.5571,1479.899405,12.8914,1273,0.0833,91,0,1073,-11183.4976
0,11.765,5.882,23.529,5.882,17.647,17.647,5.882,5.882,5.882,99.998,-11009.41,1795.398,0.385,0.615,0,16.9415,-5048.5546,1550.939415,12.8914,1323,4,10,25,0,-11026.3515
0,11.765,5.882,23.529,5.882,17.647,17.647,11.765,0,5.882,99.999,-10051.174,997.195,0.409,0.59,0,16.2636,-4846.5571,1572.717365,12.8914,873,4,45,90,1523,-10067.4376
0,11.765,5.882,23.529,5.882,17.647,17.647,11.765,5.882,0,99.999,-11148.7,1972.32,0.443,0.556,0,16.2636,-4846.5571,1482.252205,12.8914,1373,25,88,91,1423,-11164.9636
0,11.765,5.882,23.529,5.882,17.647,17.647,17.647,0,0,99.999,-10532.776,2108.881,0.478,0.522,0,15.3298,-4568.2679,1504.015605,12.8914,1523,0.375,63,75,1073,-10548.1058
0,12.5,0,12.5,0,12.5,12.5,25,12.5,12.5,100,-11205.403,1671.012,0.67,0.331,0,15.8478,-4722.6356,1527.2875,12.8914,0,36,50,96,1273,-11221.2508
0,12.5,0,12.5,0,12.5,12.5,37.5,0,12.5,100,-10292.632,1266.201,0.655,0.346,0,13.8633,-4131.257,1573.5375,12.8914,1473,0.1667,90,25,1373,-10306.4953
0,12.5,0,12.5,0,12.5,12.5,37.5,12.5,0,100,-11020.722,1853.168,0.759,0.242,0,13.8633,-4131.257,1381.2875,12.8914,923,2,63,5,1493,-11034.5853
0,12.5,0,12.5,0,12.5,25,12.5,12.5,12.5,100,-10083.958,1034.189,0.622,0.378,0,15.8478,-4722.6356,1532.2875,12.8914,573,1,67,75,1173,-10099.8058
0,12.5,0,12.5,0,12.5,25,25,0,12.5,100,-10278.419,1102.985,0.645,0.356,0,14.4071,-4293.3051,1578.5375,12.8914,973,0.125,45,91,1273,-10292.8261
0,12.5,0,12.5,0,12.5,25,25,12.5,0,100,-10442.403,1074.464,0.748,0.252,0,14.4071,-4293.3051,1386.2875,12.8914,1023,24,30,88,1173,-10456.8101
0,12.5,0,12.5,0,12.5,25,37.5,0,0,100,-10358.439,1052.791,0.744,0.255,0,12.4226,-3701.9265,1432.5375,12.8914,673,1,70,60,1373,-10370.8616
0,12.5,0,12.5,0,12.5,37.5,12.5,0,12.5,100,-9889.63,1471.747,0.613,0.387,0,13.8633,-4131.257,1583.5375,12.8914,1023,0.225,25,82,0,-9903.4933
0,12.5,0,12.5,0,12.5,37.5,12.5,12.5,0,100,-9962.287,993.732,0.711,0.29,0,13.8633,-4131.257,1391.2875,12.8914,998,0.1667,67,50,1573,-9976.1503
0,12.5,0,12.5,0,12.5,37.5,25,0,0,100,-10148.307,1888.678,0.465,0.267,0.268,12.4226,-3701.9265,1437.5375,12.8914,1253,312,50,80,1273,-10160.7296
0,12.5,0,12.5,0,25,12.5,12.5,12.5,12.5,100,-11214.488,1475.125,0.511,0.49,0,15.8478,-4722.6356,1537.6625,12.8914,1148,0.375,91,86,1323,-11230.3358
0,12.5,0,12.5,0,25,12.5,25,0,12.5,100,-10350.229,1034.907,0.521,0.479,0,14.4071,-4293.3051,1583.9125,12.8914,1323,312,66,80,1473,-10364.6361
0,12.5,0,12.5,0,25,12.5,25,12.5,0,100,-11118.1,1818.76,0.632,0.368,0,14.4071,-4293.3051,1391.6625,12.8914,1323,1,87,82,1173,-11132.5071
0,12.5,0,12.5,0,25,12.5,37.5,0,0,100,-10189.664,1690.025,0.618,0.382,0,12.4226,-3701.9265,1437.9125,12.8914,1173,1,80,63,1573,-10202.0866
0,12.5,0,12.5,0,25,25,12.5,0,12.5,100,-10055.565,1579.063,0.425,0.575,0,14.4071,-4293.3051,1588.9125,12.8914,893,25,40,86,1173,-10069.9721
0,12.5,0,12.5,0,25,25,12.5,12.5,0,100,-11161.249,1635.678,0.507,0.493,0,14.4071,-4293.3051,1396.6625,12.8914,1373,25,96,50,1073,-11175.6561
0,12.5,0,12.5,0,25,25,25,0,0,100,-10333.305,1067.807,0.568,0.433,0,12.9664,-3863.9746,1442.9125,12.8914,953,0.0833,91,40,1323,-10346.2714
0,12.5,0,12.5,0,25,37.5,12.5,0,0,100,-9926.827,1636.845,0.503,0.496,0,12.4226,-3701.9265,1447.9125,12.8914,873,10,3,87,1473,-9939.2496
0,12.5,0,12.5,0,37.5,12.5,12.5,0,12.5,100,-10067.596,1570.504,0.393,0.607,0,13.8633,-4131.257,1594.2875,12.8914,973,25,50,96,1493,-10081.4593
0,12.5,0,12.5,0,37.5,12.5,12.5,12.5,0,100,-11146.706,1572.098,0.501,0.499,0,13.8633,-4131.257,1402.0375,12.8914,1473,50,45,65,1493,-11160.5693
0,12.5,0,12.5,0,37.5,12.5,25,0,0,100,-10124.411,1940.311,0.509,0.491,0,12.4226,-3701.9265,1448.2875,12.8914,893,1,0,70,1473,-10136.8336
0,12.5,0,12.5,0,37.5,25,12.5,0,0,100,-10046.052,1713.048,0.387,0.614,0,12.4226,-3701.9265,1453.2875,12.8914,948,5,90,90,0,-10058.4746
0,12.5,0,12.5,6.25,18.75,18.75,18.75,6.25,6.25,100,-11173.781,2078.531,0.567,0.433,0,16.4728,-4908.894,1472.0375,12.8914,1273,5,78.6,45,1173,-11190.2538
0,12.5,0,12.5,12.5,12.5,12.5,12.5,12.5,12.5,100,-11462.7,2137.236,0.614,0.386,0,17.2885,-5151.9661,1501.1625,12.8914,1423,0.25,5,20,1493,-11479.9885
0,12.5,0,12.5,12.5,12.5,12.5,25,0,12.5,100,-10260.699,937.05,0.648,0.351,0,15.8478,-4722.6356,1547.4125,12.8914,1473,0.1167,75,86,1073,-10276.5468
0,12.5,0,12.5,12.5,12.5,12.5,25,12.5,0,100,-10302.225,938.255,0.761,0.239,0,15.8478,-4722.6356,1355.1625,12.8914,1373,0.1667,60,82,1423,-10318.0728
0,12.5,0,12.5,12.5,12.5,12.5,37.5,0,0,100,-10325.421,883.301,0.783,0.217,0,13.8633,-4131.257,1401.4125,12.8914,998,0.375,50,75,1323,-10339.2843
0,12.5,0,12.5,12.5,12.5,25,12.5,0,12.5,100,-9845.401,881.634,0.593,0.408,0,15.8478,-4722.6356,1552.4125,12.8914,923,0.125,92,85,1423,-9861.2488
0,12.5,0,12.5,12.5,12.5,25,12.5,12.5,0,100,-9856.714,863.728,0.709,0.29,0,15.8478,-4722.6356,1360.1625,12.8914,673,0,25,84,1493,-9872.5618
0,12.5,0,12.5,12.5,12.5,25,25,0,0,100,-10129.427,905.102,0.732,0.267,0,14.4071,-4293.3051,1406.4125,12.8914,1253,0.5,96,20,0,-10143.8341
0,12.5,0,12.5,12.5,12.5,37.5,12.5,0,0,100,-9732.706,836.648,0.689,0.311,0,13.8633,-4131.257,1411.4125,12.8914,573,16,20,25,1523,-9746.5693
0,12.5,0,12.5,12.5,25,12.5,12.5,0,12.5,100,-10522.86,2288.047,0.488,0.512,0,15.8478,-4722.6356,1557.7875,12.8914,973,0.0833,92,86,1173,-10538.7078
0,12.5,0,12.5,12.5,25,12.5,12.5,12.5,0,100,-11406.259,2238.487,0.611,0.389,0,15.8478,-4722.6356,1365.5375,12.8914,1073,20,75,84,1373,-11422.1068
0,12.5,0,12.5,12.5,25,12.5,25,0,0,100,-10562.601,2534.433,0.621,0.379,0,14.4071,-4293.3051,1411.7875,12.8914,1473,36,85,66,1473,-10577.0081
0,12.5,0,12.5,12.5,25,25,12.5,0,0,100,-10477.379,2495.678,0.494,0.506,0,14.4071,-4293.3051,1416.7875,12.8914,873,0.1667,85,60,1473,-10491.7861
0,12.5,0,12.5,12.5,37.5,12.5,12.5,0,0,100,-10459.997,2433.579,0.488,0.512,0,13.8633,-4131.257,1422.1625,12.8914,1473,312,40,92,0,-10473.8603
0,12.5,0,18.75,0,18.75,18.75,18.75,6.25,6.25,100,-10870.039,1702.461,0.541,0.46,0,15.4806,-4613.2046,1513.35,12.8914,953,2,75,85,1073,-10885.5196
0,12.5,0,18.75,6.25,12.5,18.75,18.75,6.25,6.25,100,-11147.851,2062.704,0.549,0.388,0.062,16.4728,-4908.894,1495.1,12.8914,948,0.3333,50,20,1493,-11164.3238
0,12.5,0,18.75,6.25,18.75,12.5,18.75,6.25,6.25,100,-11154.245,2042.877,0.556,0.445,0,16.4728,-4908.894,1497.7875,12.8914,948,0.1,79,78,1473,-11170.7178
0,12.5,0,18.75,6.25,18.75,18.75,12.5,6.25,6.25,100,-11138.722,1978.23,0.492,0.508,0,16.4728,-4908.894,1500.2875,12.8914,923,0.1667,87,63,1273,-11155.1948
0,12.5,0,18.75,6.25,18.75,18.75,18.75,0,6.25,100,-10511.214,2120.595,0.527,0.473,0,15.4806,-4613.2046,1523.4125,12.8914,873,312,67,65,1573,-10526.6946
0,12.5,0,18.75,6.25,18.75,18.75,18.75,6.25,0,100,-11138.456,2104.656,0.576,0.424,0,15.4806,-4613.2046,1427.2875,12.8914,953,0.1,65,82,1273,-11153.9366
0,12.5,0,25,0,12.5,12.5,12.5,12.5,12.5,100,-11167.659,1574.987,0.504,0.496,0,15.8478,-4722.6356,1583.7875,12.8914,1173,4,70,95,1373,-11183.5068
0,12.5,0,25,0,12.5,12.5,25,0,12.5,100,-10362.926,1064.914,0.549,0.451,0,14.4071,-4293.3051,1630.0375,12.8914,893,5,90,5,1523,-10377.3331
0,12.5,0,25,0,12.5,12.5,25,12.5,0,100,-10594.139,1077.258,0.644,0.355,0,14.4071,-4293.3051,1437.7875,12.8914,1323,36,0,75,0,-10608.5461
0,12.5,0,25,0,12.5,12.5,37.5,0,0,100,-10280.905,1329.843,0.62,0.38,0,12.4226,-3701.9265,1484.0375,12.8914,0,24,92,5,1473,-10293.3276
0,12.5,0,25,0,12.5,18.75,18.75,6.25,6.25,100,-10353.392,1079.927,0.571,0.429,0,15.304,-4560.5875,1536.4125,12.8914,0,0.125,78,25,1523,-10368.696
0,12.5,0,25,0,12.5,25,12.5,0,12.5,100,-9960.558,1568.279,0.505,0.495,0,14.4071,-4293.3051,1635.0375,12.8914,0,0.05,0,96,1273,-9974.9651
0,12.5,0,25,0,12.5,25,12.5,12.5,0,100,-10057.646,1012.842,0.594,0.405,0,14.4071,-4293.3051,1442.7875,12.8914,948,1008,50,63,1493,-10072.0531
0,12.5,0,25,0,12.5,25,25,0,0,100,-10102.184,1795.81,0.618,0.382,0,12.9664,-3863.9746,1489.0375,12.8914,1373,0.0333,70,80,1173,-10115.1504
0,12.5,0,25,0,12.5,37.5,12.5,0,0,100,-9855.717,1594.963,0.586,0.414,0,12.4226,-3701.9265,1494.0375,12.8914,973,10,65,5,1173,-9868.1396
0,12.5,0,25,0,18.75,12.5,18.75,6.25,6.25,100,-10849.268,1757.287,0.504,0.496,0,15.304,-4560.5875,1539.1,12.8914,1373,0.125,10,78.6,1273,-10864.572
0,12.5,0,25,0,18.75,18.75,12.5,6.25,6.25,100,-10822.931,1652.597,0.442,0.559,0,15.304,-4560.5875,1541.6,12.8914,0,16,20,95,1493,-10838.235
0,12.5,0,25,0,18.75,18.75,18.75,0,6.25,100,-10121.418,1758.19,0.486,0.514,0,14.3117,-4264.8982,1564.725,12.8914,948,0.1667,10,75,1523,-10135.7297
0,12.5,0,25,0,18.75,18.75,18.75,6.25,0,100,-10834.468,1760.34,0.529,0.471,0,14.3117,-4264.8982,1468.6,12.8914,953,25,86,96,1573,-10848.7797
0,12.5,0,25,0,25,12.5,12.5,0,12.5,100,-10074.201,1632.193,0.39,0.61,0,14.4071,-4293.3051,1640.4125,12.8914,998,0.25,90,80,1473,-10088.6081
0,12.5,0,25,0,25,12.5,12.5,12.5,0,100,-11141.488,1592.803,0.489,0.511,0,14.4071,-4293.3051,1448.1625,12.8914,1373,2,90,63,1173,-11155.8951
0,12.5,0,25,0,25,12.5,25,0,0,100,-10362.446,1000.572,0.505,0.495,0,12.9664,-3863.9746,1494.4125,12.8914,573,1008,75,50,1373,-10375.4124
0,12.5,0,25,0,25,25,12.5,0,0,100,-10094.578,1057.745,0.41,0.59,0,12.9664,-3863.9746,1499.4125,12.8914,1373,20,93,10,1273,-10107.5444
0,12.5,0,25,0,37.5,12.5,12.5,0,0,100,-10024.672,1684.5,0.378,0.622,0,12.4226,-3701.9265,1504.7875,12.8914,1253,0.375,88,79,1323,-10037.0946
0,12.5,0,25,6.25,12.5,12.5,18.75,6.25,6.25,100,-11125.595,2063.927,0.55,0.45,0.001,16.2962,-4856.2768,1520.85,12.8914,1023,0.1667,10,91,1473,-11141.8912
0,12.5,0,25,6.25,12.5,18.75,18.75,0,6.25,100,-10480.979,2083.923,0.555,0.445,0,15.304,-4560.5875,1546.475,12.8914,1473,96,95,88,1473,-10496.283
0,12.5,0,25,6.25,12.5,18.75,18.75,6.25,0,100,-11112.946,2099.038,0.536,0.402,0.062,15.304,-4560.5875,1450.35,12.8914,1123,0.25,25,84,1493,-11128.25
0,12.5,0,25,6.25,18.75,6.25,18.75,6.25,6.25,100,-11111.507,2004.305,0.545,0.455,0,16.0243,-4775.2528,1523.5375,12.8914,1323,0.25,78,88,1423,-11127.5313
0,12.5,0,25,6.25,18.75,12.5,12.5,6.25,6.25,100,-11122.537,1932.296,0.481,0.519,0,16.2962,-4856.2768,1526.0375,12.8914,573,0.0833,0,84,1173,-11138.8332
0,12.5,0,25,6.25,18.75,12.5,18.75,0,6.25,100,-10502.382,2116.371,0.49,0.51,0,15.304,-4560.5875,1549.1625,12.8914,1423,0.1,20,60,1073,-10517.686
0,12.5,0,25,6.25,18.75,12.5,18.75,6.25,0,100,-11119.365,2079.619,0.542,0.458,0,15.304,-4560.5875,1453.0375,12.8914,893,100,25,92,1423,-11134.669
0,12.5,0,25,6.25,18.75,18.75,6.25,6.25,6.25,100,-10979.581,1831.215,0.417,0.583,0,16.0243,-4775.2528,1528.5375,12.8914,573,25,93,63,1423,-10995.6053
0,12.5,0,25,6.25,18.75,18.75,12.5,0,6.25,100,-10034.63,975.901,0.441,0.559,0,15.304,-4560.5875,1551.6625,12.8914,823,0.1667,64,80,1573,-10049.934
0,12.5,0,25,6.25,18.75,18.75,12.5,6.25,0,100,-10076.739,962.287,0.488,0.512,0,15.304,-4560.5875,1455.5375,12.8914,823,25,5,96,0,-10092.043
0,12.5,0,25,6.25,18.75,18.75,18.75,0,0,100,-10482.814,2152.997,0.515,0.485,0,14.3117,-4264.8982,1478.6625,12.8914,873,2,78.6,85,1323,-10497.1257
0,12.5,0,25,12.5,12.5,12.5,12.5,0,12.5,100,-10509.9,2270.853,0.47,0.53,0,15.8478,-4722.6356,1603.9125,12.8914,1323,0.375,30,63,1423,-10525.7478
0,12.5,0,25,12.5,12.5,12.5,12.5,12.5,0,100,-11405.084,2201.006,0.582,0.419,0,15.8478,-4722.6356,1411.6625,12.8914,1123,100,75,3,1573,-11420.9318
0,12.5,0,25,12.5,12.5,12.5,25,0,0,100,-10566.453,2470.644,0.617,0.382,0,14.4071,-4293.3051,1457.9125,12.8914,1523,0.05,91,91,1573,-10580.8601
0,12.5,0,25,12.5,12.5,25,12.5,0,0,100,-9841.141,879.032,0.562,0.438,0,14.4071,-4293.3051,1462.9125,12.8914,1253,50,70,67,1473,-9855.5481
0,12.5,0,25,12.5,25,12.5,12.5,0,0,100,-10484.437,2330.462,0.461,0.539,0,14.4071,-4293.3051,1468.2875,12.8914,1423,5,87,78,1523,-10498.8441
0,12.5,0,37.5,0,12.5,12.5,12.5,0,12.5,100,-10134.273,1074.064,0.404,0.596,0,13.8633,-4131.257,1686.5375,12.8914,973,6,91,25,1573,-10148.1363
0,12.5,0,37.5,0,12.5,12.5,12.5,12.5,0,100,-11116.418,1647.857,0.479,0.52,0,13.8633,-4131.257,1494.2875,12.8914,1523,0.05,67,78,1473,-11130.2813
0,12.5,0,37.5,0,12.5,12.5,25,0,0,100,-10139.336,1878.512,0.526,0.474,0,12.4226,-3701.9265,1540.5375,12.8914,1323,0.05,67,80,1423,-10151.7586
0,12.5,0,37.5,0,12.5,25,12.5,0,0,100,-9934.54,1641.829,0.482,0.518,0,12.4226,-3701.9265,1545.5375,12.8914,893,16,65,64,1073,-9946.9626
0,12.5,0,37.5,0,25,12.5,12.5,0,0,100,-10044.845,1702.285,0.372,0.628,0,12.4226,-3701.9265,1550.9125,12.8914,1148,0.1,67,84,1373,-10057.2676
0,12.5,0,37.5,12.5,12.5,12.5,12.5,0,0,100,-9973.497,919.54,0.449,0.55,0,13.8633,-4131.257,1514.4125,12.8914,573,1008,96,3,1373,-9987.3603
0,12.5,6.25,6.25,6.25,18.75,18.75,18.75,6.25,6.25,100,-11256.997,2045.226,0.562,0.437,0,17.1932,-5123.5592,1472.225,12.8914,1423,0,91,30,1573,-11274.1902
0,12.5,6.25,12.5,0,18.75,18.75,18.75,6.25,6.25,100,-10941.894,1725.921,0.506,0.493,0.001,16.4728,-4908.894,1513.5375,12.8914,1273,0.25,64,96,1523,-10958.3668
0,12.5,6.25,12.5,6.25,12.5,18.75,18.75,6.25,6.25,100,-11221.289,2038.468,0.546,0.393,0.062,17.465,-5204.5833,1495.2875,12.8914,1473,25,3,87,1173,-11238.754
0,12.5,6.25,12.5,6.25,18.75,12.5,18.75,6.25,6.25,100,-11227.826,2018.345,0.552,0.448,0,17.465,-5204.5833,1497.975,12.8914,1523,25,5,92,1373,-11245.291
0,12.5,6.25,12.5,6.25,18.75,18.75,12.5,6.25,6.25,100,-11211.852,1953.66,0.489,0.511,0,17.465,-5204.5833,1500.475,12.8914,948,16,87,67,1573,-11229.317
0,12.5,6.25,12.5,6.25,18.75,18.75,18.75,0,6.25,100,-10228.091,1020.673,0.524,0.477,0,16.4728,-4908.894,1523.6,12.8914,823,4,91,66,0,-10244.5638
0,12.5,6.25,12.5,6.25,18.75,18.75,18.75,6.25,0,100,-11217.944,2103.182,0.551,0.449,0,16.4728,-4908.894,1427.475,12.8914,1023,20,92,40,1073,-11234.4168
0,12.5,6.25,18.75,0,12.5,18.75,18.75,6.25,6.25,100,-10891.603,1778.77,0.506,0.494,0,16.4728,-4908.894,1536.6,12.8914,1073,2,93,75,1493,-10908.0758
0,12.5,6.25,18.75,0,18.75,12.5,18.75,6.25,6.25,100,-10921.681,1723.57,0.5,0.5,0,16.4728,-4908.894,1539.2875,12.8914,1253,36,30,80,1073,-10938.1538
0,12.5,6.25,18.75,0,18.75,18.75,12.5,6.25,6.25,100,-10892.483,1626.11,0.439,0.561,0,16.4728,-4908.894,1541.7875,12.8914,1123,0.0833,70,45,1423,-10908.9558
0,12.5,6.25,18.75,0,18.75,18.75,18.75,0,6.25,100,-9767.334,2972.267,0.53,0.321,0.149,15.4806,-4613.2046,1564.9125,12.8914,948,0.0833,67,82,1173,-9782.8146
0,12.5,6.25,18.75,0,18.75,18.75,18.75,6.25,0,100,-10915.833,1728.7,0.525,0.475,0,15.4806,-4613.2046,1468.7875,12.8914,948,0.0333,70,87,0,-10931.3136
0,12.5,6.25,18.75,6.25,12.5,12.5,18.75,6.25,6.25,100,-11190.309,2044.624,0.547,0.453,0,17.465,-5204.5833,1521.0375,12.8914,773,0.3333,10,82,1323,-11207.774
0,12.5,6.25,18.75,6.25,12.5,18.75,12.5,6.25,6.25,100,-11170.473,1939.161,0.475,0.471,0.054,17.465,-5204.5833,1523.5375,12.8914,773,4,95,96,1423,-11187.938
0,12.5,6.25,18.75,6.25,12.5,18.75,18.75,0,6.25,100,-10177.741,1014.208,0.552,0.447,0,16.4728,-4908.894,1546.6625,12.8914,893,0.0833,60,86,1473,-10194.2138
0,12.5,6.25,18.75,6.25,12.5,18.75,18.75,6.25,0,100,-11187.525,2077.212,0.533,0.406,0.061,16.4728,-4908.894,1450.5375,12.8914,1073,25,86,78,1573,-11203.9978
0,12.5,6.25,18.75,6.25,18.75,6.25,18.75,6.25,6.25,100,-11175.997,1984.665,0.542,0.459,0,17.1932,-5123.5592,1523.725,12.8914,1123,0.0833,64,93,1523,-11193.1902
0,12.5,6.25,18.75,6.25,18.75,12.5,12.5,6.25,6.25,100,-11186.424,1912.7,0.478,0.522,0,17.465,-5204.5833,1526.225,12.8914,823,10,20,66,1473,-11203.889
0,12.5,6.25,18.75,6.25,18.75,12.5,18.75,0,6.25,100,-10565.841,2096.987,0.487,0.513,0,16.4728,-4908.894,1549.35,12.8914,948,10,85,50,1573,-10582.3138
0,12.5,6.25,18.75,6.25,18.75,12.5,18.75,6.25,0,100,-11193.856,2057.633,0.539,0.461,0,16.4728,-4908.894,1453.225,12.8914,1253,0.0333,93,40,1493,-11210.3288
0,12.5,6.25,18.75,6.25,18.75,18.75,6.25,6.25,6.25,100,-11042.465,1811.497,0.415,0.585,0,17.1932,-5123.5592,1528.725,12.8914,823,2,88,66,1473,-11059.6582
0,12.5,6.25,18.75,6.25,18.75,18.75,12.5,0,6.25,100,-10049.704,995.343,0.438,0.562,0,16.4728,-4908.894,1551.85,12.8914,1073,20,63,30,1323,-10066.1768
0,12.5,6.25,18.75,6.25,18.75,18.75,12.5,6.25,0,100,-11177.347,1990.653,0.477,0.523,0,16.4728,-4908.894,1455.725,12.8914,823,312,50,78.6,1073,-11193.8198
0,12.5,6.25,18.75,6.25,18.75,18.75,18.75,0,0,100,-10555.527,2131.545,0.512,0.489,0,15.4806,-4613.2046,1478.85,12.8914,1323,2,67,20,1373,-10571.0076
0,12.5,6.25,25,0,6.25,18.75,18.75,6.25,6.25,100,-10647.187,1605.032,0.551,0.448,0,16.0243,-4775.2528,1559.6625,12.8914,1373,0.1167,88,84,1273,-10663.2113
0,12.5,6.25,25,0,12.5,12.5,18.75,6.25,6.25,100,-10896.072,1760.553,0.498,0.501,0.002,16.2962,-4856.2768,1562.35,12.8914,573,100,60,85,1273,-10912.3682
0,12.5,6.25,25,0,12.5,18.75,12.5,6.25,6.25,100,-10846.36,1680.99,0.437,0.562,0,16.2962,-4856.2768,1564.85,12.8914,953,1008,75,67,1173,-10862.6562
0,12.5,6.25,25,0,12.5,18.75,18.75,6.25,0,100,-10887.757,1710.455,0.556,0.445,0,15.304,-4560.5875,1491.85,12.8914,893,6,3,87,1273,-10903.061
0,12.5,6.25,25,0,18.75,6.25,18.75,6.25,6.25,100,-10876.481,1718.13,0.495,0.505,0,16.0243,-4775.2528,1565.0375,12.8914,773,0.225,0,45,1493,-10892.5053
0,12.5,6.25,25,0,18.75,12.5,12.5,6.25,6.25,100,-10875.224,1611.338,0.433,0.567,0,16.2962,-4856.2768,1567.5375,12.8914,1523,36,5,80,0,-10891.5202
0,12.5,6.25,25,0,18.75,12.5,18.75,0,6.25,100,-10216.099,1794.698,0.441,0.559,0,15.304,-4560.5875,1590.6625,12.8914,873,0.0833,88,82,1493,-10231.403
0,12.5,6.25,25,0,18.75,12.5,18.75,6.25,0,100,-10893.869,1767.951,0.489,0.511,0,15.304,-4560.5875,1494.5375,12.8914,1323,4,45,0,0,-10909.173
0,12.5,6.25,25,0,18.75,18.75,6.25,6.25,6.25,100,-10705.793,1465.648,0.371,0.629,0,16.0243,-4775.2528,1570.0375,12.8914,1253,1008,87,86,0,-10721.8173
0,12.5,6.25,25,0,18.75,18.75,12.5,0,6.25,100,-9245.523,3989.464,0.593,0.407,0,15.304,-4560.5875,1593.1625,12.8914,1023,0.1,93,70,1473,-9260.827
0,12.5,6.25,25,0,18.75,18.75,12.5,6.25,0,100,-10864.295,1669.204,0.429,0.571,0,15.304,-4560.5875,1497.0375,12.8914,1373,100,78.6,10,1273,-10879.599
0,12.5,6.25,25,0,18.75,18.75,18.75,0,0,100,-10290.769,1104.771,0.472,0.529,0,14.3117,-4264.8982,1520.1625,12.8914,998,6,90,50,1073,-10305.0807
0,12.5,6.25,25,6.25,6.25,12.5,18.75,6.25,6.25,100,-11163.286,2025.311,0.529,0.409,0.063,17.0166,-5070.9421,1544.1,12.8914,1148,16,64,84,1573,-11180.3026
0,12.5,6.25,25,6.25,6.25,18.75,12.5,6.25,6.25,100,-11132.78,1916.49,0.46,0.423,0.117,17.0166,-5070.9421,1546.6,12.8914,953,20,80,86,1573,-11149.7966
0,12.5,6.25,25,6.25,6.25,18.75,18.75,0,6.25,100,-10504.418,2029.338,0.585,0.415,0,16.0243,-4775.2528,1569.725,12.8914,673,36,96,50,1073,-10520.4423
0,12.5,6.25,25,6.25,12.5,6.25,18.75,6.25,6.25,100,-11165.32,1992.796,0.535,0.465,0,17.0166,-5070.9421,1546.7875,12.8914,998,0,95,70,1473,-11182.3366
0,12.5,6.25,25,6.25,12.5,12.5,12.5,6.25,6.25,100,-11151.286,1933.824,0.472,0.528,0,17.2885,-5151.9661,1549.2875,12.8914,1253,1008,96,5,1423,-11168.5745
0,12.5,6.25,25,6.25,12.5,12.5,18.75,0,6.25,100,-10537.99,2074.088,0.503,0.497,0,16.2962,-4856.2768,1572.4125,12.8914,953,6,0,20,1523,-10554.2862
0,12.5,6.25,25,6.25,12.5,12.5,18.75,6.25,0,100,-11161.099,2073.862,0.533,0.466,0.001,16.2962,-4856.2768,1476.2875,12.8914,673,0.0833,3,85,1473,-11177.3952
0,12.5,6.25,25,6.25,12.5,18.75,6.25,6.25,6.25,100,-10994.527,1798.74,0.404,0.551,0.045,17.0166,-5070.9421,1551.7875,12.8914,773,5,84,40,1073,-11011.5436
0,12.5,6.25,25,6.25,12.5,18.75,12.5,0,6.25,100,-10458.98,1998.069,0.411,0.531,0.057,16.2962,-4856.2768,1574.9125,12.8914,1253,0.0833,0,64,1173,-10475.2762
0,12.5,6.25,25,6.25,12.5,18.75,18.75,0,0,100,-10520.169,2090.006,0.539,0.462,0,15.304,-4560.5875,1501.9125,12.8914,923,4,50,25,1473,-10535.473
0,12.5,6.25,25,6.25,18.75,6.25,12.5,6.25,6.25,100,-11137.527,1871.643,0.468,0.532,0,17.0166,-5070.9421,1551.975,12.8914,1423,0.05,78,80,1573,-11154.5436
